,carat,depth,table,price,cut_encoded,color_encoded,clarity_encoded,carat_bins
65,-1.075939488851174,-0.20754947128816378,-0.5690793694165106,-0.8258451763661419,0.8585436906387004,-0.27435875167553736,1.1361961973417325,"(0.197, 0.46]"
66,-0.9870988096659755,0.3173687194314394,-0.9226981776466505,-0.8258451763661419,0.8585436906387004,-1.4553063293232096,1.7503669559122061,"(0.197, 0.46]"
67,-1.0093089794622752,1.4546914659905743,-0.06390964337345549,-0.8258451763661419,-1.1841514865896188,-0.27435875167553736,-0.7063160783696888,"(0.197, 0.46]"
68,-1.0093089794622752,0.1423959891915696,0.44126008266959954,-0.8258451763661419,-0.1628038979754592,-0.27435875167553736,-0.7063160783696888,"(0.197, 0.46]"
69,-1.1647801680363723,-0.8199540271276957,0.44126008266959954,-0.8258451763661419,-0.1628038979754592,0.9065888259721351,1.7503669559122061,"(0.197, 0.46]"
71,-1.0315191492585747,1.2797187357507107,-0.5690793694165106,-0.8255886464319759,-1.1841514865896188,-0.8648325404993735,-0.7063160783696888,"(0.197, 0.46]"
74,-1.0315191492585747,1.804636926470314,-0.06390964337345549,-0.8255886464319759,-2.2054990752037784,-0.8648325404993735,-0.7063160783696888,"(0.197, 0.46]"
79,-1.120359828443773,0.8422869101510425,0.9464298087126546,-0.8255886464319759,-1.1841514865896188,0.9065888259721351,1.7503669559122061,"(0.197, 0.46]"
81,-1.120359828443773,0.40485508455137426,1.4515995347557098,-0.8255886464319759,-1.1841514865896188,1.4970626147959714,1.7503669559122061,"(0.197, 0.46]"
83,-0.8538377908881779,-0.03257674104829399,-0.5690793694165106,-0.8255886464319759,0.8585436906387004,-1.4553063293232096,-1.3204868369401626,"(0.197, 0.46]"
87,-1.1647801680363723,-0.732467662007767,0.9464298087126546,-0.8255886464319759,-0.1628038979754592,-0.8648325404993735,1.7503669559122061,"(0.197, 0.46]"
93,-0.12090218761029094,0.6673141799111727,-0.06390964337345549,-0.2599401415961772,-1.1841514865896188,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
98,-0.07648184801769169,-0.03257674104829399,0.9464298087126546,-0.25968361166201126,-1.1841514865896188,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
100,-0.032061508425092415,1.3672051008706456,-0.5690793694165106,-0.25968361166201126,-1.1841514865896188,1.4970626147959714,-0.7063160783696888,"(0.72, 0.98]"
102,-0.05427167822139204,-0.03257674104829399,-1.0742490954595656,-0.25968361166201126,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.72, 0.98]"
105,-0.032061508425092415,0.49234144967130916,-1.0742490954595656,-0.25968361166201126,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.72, 0.98]"
107,-0.05427167822139204,0.5798278147912378,-1.0742490954595656,-0.2594270817278454,0.8585436906387004,-1.4553063293232096,1.1361961973417325,"(0.72, 0.98]"
110,0.07898934055640569,-0.20754947128816378,-0.06390964337345549,-0.2594270817278454,0.8585436906387004,0.3161150371482988,-1.3204868369401626,"(0.72, 0.98]"
114,-0.07648184801769169,0.8422869101510425,-0.5690793694165106,-0.2591705517936795,0.8585436906387004,0.3161150371482988,-0.09214531979921493,"(0.72, 0.98]"
115,-0.07648184801769169,0.9297732752709774,-2.0845885475456756,-0.2591705517936795,0.8585436906387004,0.3161150371482988,-0.09214531979921493,"(0.72, 0.98]"
116,0.07898934055640569,0.054909624071640906,0.44126008266959954,-0.2591705517936795,-0.1628038979754592,0.3161150371482988,-1.3204868369401626,"(0.72, 0.98]"
118,-0.14311235740659053,-0.8199540271276957,0.44126008266959954,-0.2591705517936795,0.8585436906387004,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
119,0.07898934055640569,-1.5198449480871687,0.9464298087126546,-0.2591705517936795,0.8585436906387004,0.3161150371482988,-1.3204868369401626,"(0.72, 0.98]"
120,-0.12090218761029094,0.5798278147912378,-0.5690793694165106,-0.2591705517936795,0.8585436906387004,1.4970626147959714,-1.3204868369401626,"(0.46, 0.72]"
121,-0.05427167822139204,0.5798278147912378,-1.5794188215026206,-0.2591705517936795,0.8585436906387004,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
124,-0.14311235740659053,3.2044187683892473,-1.0742490954595656,-0.2591705517936795,-3.226846663817938,0.3161150371482988,-0.09214531979921493,"(0.46, 0.72]"
130,0.012358831167506827,0.3173687194314394,-0.5690793694165106,-0.25891402185951357,0.8585436906387004,-0.8648325404993735,-0.09214531979921493,"(0.72, 0.98]"
131,-0.12090218761029094,1.717150561350379,0.44126008266959954,-0.2586574919253477,-1.1841514865896188,1.4970626147959714,-0.7063160783696888,"(0.46, 0.72]"
134,0.012358831167506827,-0.29503583640809866,1.4515995347557098,-0.2584009619911818,-1.1841514865896188,-0.8648325404993735,0.5220254387712586,"(0.72, 0.98]"
135,-0.2985835459806877,-0.6449812968878321,1.4515995347557098,-0.2584009619911818,-0.1628038979754592,0.9065888259721351,1.7503669559122061,"(0.46, 0.72]"
138,-0.009851338628792798,-0.38252220152802735,-0.06390964337345549,-0.2584009619911818,0.8585436906387004,-0.8648325404993735,-0.7063160783696888,"(0.72, 0.98]"
139,-0.27637337618438806,0.22988235431150447,-0.5690793694165106,-0.25814443205701587,0.8585436906387004,-0.27435875167553736,1.7503669559122061,"(0.46, 0.72]"
140,-0.12090218761029094,-0.6449812968878321,-0.06390964337345549,-0.25814443205701587,-0.1628038979754592,-0.27435875167553736,-0.09214531979921493,"(0.46, 0.72]"
142,-0.14311235740659053,0.1423959891915696,-1.0742490954595656,-0.25788790212285,-1.1841514865896188,1.4970626147959714,-0.09214531979921493,"(0.46, 0.72]"
144,-0.12090218761029094,-0.03257674104829399,-1.0742490954595656,-0.25788790212285,0.8585436906387004,1.4970626147959714,-1.3204868369401626,"(0.46, 0.72]"
147,-0.07648184801769169,-1.257385852727364,-0.5690793694165106,-0.2576313721886841,-1.1841514865896188,1.4970626147959714,-0.7063160783696888,"(0.72, 0.98]"
149,-0.14311235740659053,-0.6449812968878321,-0.06390964337345549,-0.2576313721886841,0.8585436906387004,0.9065888259721351,-0.7063160783696888,"(0.46, 0.72]"
151,-0.05427167822139204,-0.29503583640809866,-0.5690793694165106,-0.25737484225451823,0.8585436906387004,-1.4553063293232096,-0.7063160783696888,"(0.72, 0.98]"
153,-0.07648184801769169,-0.20754947128816378,0.9464298087126546,-0.2571183123203523,-0.1628038979754592,-0.27435875167553736,-0.09214531979921493,"(0.72, 0.98]"
156,-0.12090218761029094,-0.8199540271276957,-0.5690793694165106,-0.2571183123203523,0.8585436906387004,0.3161150371482988,-0.7063160783696888,"(0.46, 0.72]"
161,-0.09869201781399131,-1.1698994876074353,-0.5690793694165106,-0.2568617823861864,-1.1841514865896188,-0.8648325404993735,1.1361961973417325,"(0.46, 0.72]"
162,-0.07648184801769169,0.054909624071640906,1.4515995347557098,-0.2568617823861864,-1.1841514865896188,0.3161150371482988,-0.7063160783696888,"(0.72, 0.98]"
164,0.056779170760106086,0.22988235431150447,-1.0742490954595656,-0.2568617823861864,0.8585436906387004,0.3161150371482988,-1.3204868369401626,"(0.72, 0.98]"
168,-0.40963439496218584,0.054909624071640906,-0.5690793694165106,-0.25660525245202054,0.8585436906387004,0.3161150371482988,1.7503669559122061,"(0.46, 0.72]"
170,-0.032061508425092415,-0.29503583640809866,-0.5690793694165106,-0.2563487225178546,0.8585436906387004,1.4970626147959714,-1.3204868369401626,"(0.72, 0.98]"
171,-0.14311235740659053,-3.1820858853659066,2.4619389868418198,-0.2563487225178546,-0.1628038979754592,1.4970626147959714,-0.09214531979921493,"(0.46, 0.72]"
173,-0.36521405536958657,0.054909624071640906,-1.0742490954595656,-0.25609219258368876,0.8585436906387004,0.9065888259721351,0.5220254387712586,"(0.46, 0.72]"
176,-0.05427167822139204,-0.29503583640809866,1.9567692607987648,-0.25583566264952284,-1.1841514865896188,0.3161150371482988,-0.09214531979921493,"(0.72, 0.98]"
178,-0.12090218761029094,0.9297732752709774,0.44126008266959954,-0.2555791327153569,-0.1628038979754592,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
179,-0.12090218761029094,0.49234144967130916,-0.06390964337345549,-0.2555791327153569,0.8585436906387004,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
181,-0.49847507414738407,-0.12006310616822889,-0.06390964337345549,-0.2555791327153569,0.8585436906387004,0.9065888259721351,1.1361961973417325,"(0.46, 0.72]"
183,-0.09869201781399131,-0.8199540271276957,-0.5690793694165106,-0.2555791327153569,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.46, 0.72]"
184,-0.09869201781399131,-1.6948176783270321,1.7041843977772373,-0.2555791327153569,-2.2054990752037784,-0.27435875167553736,-0.09214531979921493,"(0.46, 0.72]"
185,-0.12090218761029094,-0.9949267573675655,-0.5690793694165106,-0.2555791327153569,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.46, 0.72]"
186,-0.14311235740659053,0.9297732752709774,0.44126008266959954,-0.25532260278119107,-1.1841514865896188,1.4970626147959714,0.5220254387712586,"(0.46, 0.72]"
191,-0.14311235740659053,0.40485508455137426,-1.0742490954595656,-0.25532260278119107,0.8585436906387004,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
193,-0.14311235740659053,-1.4323585829672338,0.9464298087126546,-0.25532260278119107,-0.1628038979754592,0.9065888259721351,-0.7063160783696888,"(0.46, 0.72]"
198,-0.14311235740659053,-0.20754947128816378,-0.06390964337345549,-0.25532260278119107,0.8585436906387004,0.9065888259721351,-0.7063160783696888,"(0.46, 0.72]"
199,-0.09869201781399131,0.1423959891915696,1.9567692607987648,-0.25532260278119107,-0.1628038979754592,0.3161150371482988,-0.7063160783696888,"(0.46, 0.72]"
202,-0.14311235740659053,-0.9949267573675655,0.44126008266959954,-0.25532260278119107,-0.1628038979754592,0.9065888259721351,-0.7063160783696888,"(0.46, 0.72]"
208,-0.07648184801769169,-0.732467662007767,-0.5690793694165106,-0.2548095429128593,-1.1841514865896188,-0.8648325404993735,-0.09214531979921493,"(0.72, 0.98]"
209,-0.05427167822139204,0.054909624071640906,-0.5690793694165106,-0.2548095429128593,0.8585436906387004,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
211,0.012358831167506827,-0.38252220152802735,0.44126008266959954,-0.25455301297869337,-0.1628038979754592,-0.27435875167553736,-0.09214531979921493,"(0.72, 0.98]"
213,-0.05427167822139204,-0.12006310616822889,-1.0742490954595656,-0.25455301297869337,0.8585436906387004,-0.27435875167553736,0.5220254387712586,"(0.72, 0.98]"
217,0.03456900096380646,-0.38252220152802735,-0.5690793694165106,-0.25429648304452745,0.8585436906387004,-0.8648325404993735,-0.7063160783696888,"(0.72, 0.98]"
218,-0.09869201781399131,-0.9074403922476306,2.9671087128848748,-0.2540399531103616,-1.1841514865896188,-0.8648325404993735,0.5220254387712586,"(0.46, 0.72]"
226,-0.14311235740659053,1.017259640390906,1.4515995347557098,-0.2540399531103616,-0.1628038979754592,1.4970626147959714,-0.7063160783696888,"(0.46, 0.72]"
228,-0.032061508425092415,-0.20754947128816378,0.9464298087126546,-0.2540399531103616,-0.1628038979754592,0.3161150371482988,-0.7063160783696888,"(0.72, 0.98]"
229,-0.5428954137399834,0.49234144967130916,-1.0742490954595656,-0.2537834231761957,0.8585436906387004,0.3161150371482988,2.36453771448268,"(0.46, 0.72]"
230,-0.09869201781399131,1.1922323706307758,-1.5794188215026206,-0.25352689324202976,-1.1841514865896188,0.3161150371482988,-0.09214531979921493,"(0.46, 0.72]"
231,0.056779170760106086,1.804636926470314,-0.5690793694165106,-0.25352689324202976,-1.1841514865896188,-0.8648325404993735,0.5220254387712586,"(0.72, 0.98]"
233,-0.565105583536283,0.3173687194314394,-0.06390964337345549,-0.2527573034395321,0.8585436906387004,0.3161150371482988,1.7503669559122061,"(0.46, 0.72]"
234,-0.27637337618438806,-0.12006310616822889,-0.5690793694165106,-0.2527573034395321,0.8585436906387004,1.4970626147959714,0.5220254387712586,"(0.46, 0.72]"
235,-0.14311235740659053,-0.9949267573675655,1.4515995347557098,-0.2525007735053662,-1.1841514865896188,-0.8648325404993735,1.7503669559122061,"(0.46, 0.72]"
237,-0.009851338628792798,0.1423959891915696,-0.5690793694165106,-0.2525007735053662,0.8585436906387004,-1.4553063293232096,1.1361961973417325,"(0.72, 0.98]"
244,-0.009851338628792798,1.804636926470314,-1.5794188215026206,-0.2522442435712003,-2.2054990752037784,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
247,0.6342435854638957,1.3672051008706456,-0.5690793694165106,-0.2522442435712003,-1.1841514865896188,-2.0457801181470456,-1.3204868369401626,"(0.98, 1.24]"
248,0.10119951035270532,-0.03257674104829399,-0.5690793694165106,-0.2522442435712003,0.8585436906387004,-0.27435875167553736,-1.3204868369401626,"(0.72, 0.98]"
250,-0.4762649043510845,-0.6449812968878321,-0.06390964337345549,-0.2522442435712003,0.8585436906387004,-0.27435875167553736,2.36453771448268,"(0.46, 0.72]"
253,-0.2985835459806877,-0.6449812968878321,1.4515995347557098,-0.2522442435712003,-0.1628038979754592,0.9065888259721351,1.7503669559122061,"(0.46, 0.72]"
254,0.012358831167506827,-0.29503583640809866,1.4515995347557098,-0.2522442435712003,-0.1628038979754592,-0.8648325404993735,0.5220254387712586,"(0.72, 0.98]"
255,0.6342435854638957,3.6418505939889156,0.9464298087126546,-0.2522442435712003,-3.226846663817938,-2.0457801181470456,-1.3204868369401626,"(0.98, 1.24]"
256,-0.27637337618438806,-0.29503583640809866,-0.5690793694165106,-0.2519877136370344,0.8585436906387004,-0.27435875167553736,2.36453771448268,"(0.46, 0.72]"
257,-0.009851338628792798,-2.4821949644064403,0.9464298087126546,-0.2519877136370344,-0.1628038979754592,-1.4553063293232096,1.7503669559122061,"(0.72, 0.98]"
258,0.14561984994530433,0.5798278147912378,-1.0742490954595656,-0.2519877136370344,0.8585436906387004,0.3161150371482988,-1.3204868369401626,"(0.72, 0.98]"
261,0.23446052913050283,1.717150561350379,-0.670113314625123,-0.2517311837028685,-1.1841514865896188,-1.4553063293232096,-0.7063160783696888,"(0.72, 0.98]"
262,-0.07648184801769169,0.49234144967130916,-0.5690793694165106,-0.2517311837028685,0.8585436906387004,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
264,-0.12090218761029094,0.1423959891915696,0.9464298087126546,-0.25147465376870265,-0.1628038979754592,0.9065888259721351,-0.7063160783696888,"(0.46, 0.72]"
265,-0.12090218761029094,-0.29503583640809866,-1.0742490954595656,-0.25147465376870265,0.8585436906387004,0.9065888259721351,-0.7063160783696888,"(0.46, 0.72]"
266,-0.14311235740659053,0.40485508455137426,1.4515995347557098,-0.25147465376870265,-0.1628038979754592,0.3161150371482988,0.5220254387712586,"(0.46, 0.72]"
269,-0.14311235740659053,0.49234144967130916,-0.5690793694165106,-0.25147465376870265,0.8585436906387004,0.3161150371482988,0.5220254387712586,"(0.46, 0.72]"
271,-0.14311235740659053,1.104746005510841,-0.06390964337345549,-0.25121812383453673,-1.1841514865896188,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
272,-0.14311235740659053,2.154582386950041,-1.0742490954595656,-0.25121812383453673,-2.2054990752037784,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
273,-0.009851338628792798,-0.29503583640809866,-0.5690793694165106,-0.25121812383453673,0.8585436906387004,-1.4553063293232096,-0.09214531979921493,"(0.72, 0.98]"
274,-0.07648184801769169,0.9297732752709774,-1.0742490954595656,-0.25121812383453673,0.8585436906387004,-0.8648325404993735,-0.09214531979921493,"(0.72, 0.98]"
275,0.056779170760106086,1.3672051008706456,-0.5690793694165106,-0.2509615939003708,-1.1841514865896188,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
281,-0.09869201781399131,1.1922323706307758,-0.06390964337345549,-0.25070506396620496,-0.1628038979754592,-1.4553063293232096,2.36453771448268,"(0.46, 0.72]"
285,-0.07648184801769169,1.3672051008706456,0.44126008266959954,-0.25044853403203904,-2.2054990752037784,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
288,-0.12090218761029094,0.9297732752709774,1.4515995347557098,-0.2501920040978731,-0.1628038979754592,1.4970626147959714,-0.7063160783696888,"(0.46, 0.72]"
289,-0.12090218761029094,-0.29503583640809866,0.44126008266959954,-0.2501920040978731,-0.1628038979754592,1.4970626147959714,-0.7063160783696888,"(0.46, 0.72]"
292,-0.565105583536283,0.054909624071640906,-0.5690793694165106,-0.2501920040978731,0.8585436906387004,1.4970626147959714,1.7503669559122061,"(0.46, 0.72]"
295,-0.05427167822139204,-0.03257674104829399,-0.5690793694165106,-0.2501920040978731,0.8585436906387004,-0.8648325404993735,0.5220254387712586,"(0.72, 0.98]"
300,0.012358831167506827,-0.12006310616822889,0.9464298087126546,-0.2499354741637072,0.8585436906387004,-1.4553063293232096,0.5220254387712586,"(0.72, 0.98]"
302,0.12340968014900469,0.6673141799111727,-1.5794188215026206,-0.24967894422954132,0.8585436906387004,0.3161150371482988,-1.3204868369401626,"(0.72, 0.98]"
304,-0.36521405536958657,-0.03257674104829399,-0.5690793694165106,-0.2494224142953754,-1.1841514865896188,-0.27435875167553736,2.36453771448268,"(0.46, 0.72]"
307,0.30109103851940167,-0.29503583640809866,-0.5690793694165106,-0.2494224142953754,-1.1841514865896188,-1.4553063293232096,-1.3204868369401626,"(0.72, 0.98]"
308,0.14561984994530433,0.5798278147912378,-0.06390964337345549,-0.2494224142953754,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.72, 0.98]"
309,0.14561984994530433,0.1423959891915696,-0.06390964337345549,-0.2494224142953754,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.72, 0.98]"
312,0.056779170760106086,0.1423959891915696,0.9464298087126546,-0.2494224142953754,0.8585436906387004,-1.4553063293232096,0.5220254387712586,"(0.72, 0.98]"
313,-0.3430038855732869,0.5798278147912378,-0.5690793694165106,-0.2494224142953754,0.8585436906387004,-0.27435875167553736,2.36453771448268,"(0.46, 0.72]"
315,0.43435205729719917,-0.8199540271276957,-1.0742490954595656,-0.2491658843612095,0.8585436906387004,0.3161150371482988,-1.9346575955106362,"(0.72, 0.98]"
316,-0.07648184801769169,0.7548005450311076,-1.0742490954595656,-0.2491658843612095,0.8585436906387004,0.3161150371482988,-0.09214531979921493,"(0.72, 0.98]"
324,0.5231927364823976,0.5798278147912378,0.44126008266959954,-0.2491658843612095,-0.1628038979754592,-2.0457801181470456,-1.3204868369401626,"(0.98, 1.24]"
325,0.23446052913050283,-1.5198449480871687,0.44126008266959954,-0.24890935442704362,-1.1841514865896188,-0.27435875167553736,-1.3204868369401626,"(0.72, 0.98]"
327,-0.09869201781399131,1.1922323706307758,-1.0742490954595656,-0.24890935442704362,-0.1628038979754592,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
330,-0.05427167822139204,1.6296641962304441,-0.5690793694165106,-0.24865282449287773,-1.1841514865896188,0.9065888259721351,-0.7063160783696888,"(0.72, 0.98]"
331,-0.12090218761029094,-0.29503583640809866,-0.5690793694165106,-0.24865282449287773,0.8585436906387004,-0.27435875167553736,-0.09214531979921493,"(0.46, 0.72]"
337,0.012358831167506827,-0.29503583640809866,-0.06390964337345549,-0.24865282449287773,-0.1628038979754592,-0.27435875167553736,-0.09214531979921493,"(0.72, 0.98]"
338,-0.12090218761029094,-1.5198449480871687,1.4515995347557098,-0.24865282449287773,-0.1628038979754592,-0.27435875167553736,-0.09214531979921493,"(0.46, 0.72]"
343,-0.12090218761029094,2.067096021830112,-0.06390964337345549,-0.24839629455871182,-1.1841514865896188,0.9065888259721351,-0.09214531979921493,"(0.46, 0.72]"
346,-0.09869201781399131,0.054909624071640906,-0.06390964337345549,-0.24839629455871182,0.8585436906387004,0.3161150371482988,0.5220254387712586,"(0.46, 0.72]"
350,-0.09869201781399131,0.49234144967130916,-0.5690793694165106,-0.24839629455871182,0.8585436906387004,1.4970626147959714,-0.7063160783696888,"(0.46, 0.72]"
351,-0.09869201781399131,-0.12006310616822889,-1.5794188215026206,-0.24839629455871182,0.8585436906387004,1.4970626147959714,-0.7063160783696888,"(0.46, 0.72]"
353,-0.05427167822139204,0.054909624071640906,0.44126008266959954,-0.24813976462454593,-0.1628038979754592,0.3161150371482988,-0.09214531979921493,"(0.72, 0.98]"
355,-0.07648184801769169,0.1423959891915696,0.44126008266959954,-0.24813976462454593,0.8585436906387004,0.9065888259721351,-1.3204868369401626,"(0.72, 0.98]"
358,-0.09869201781399131,1.017259640390906,-0.5690793694165106,-0.24813976462454593,0.8585436906387004,-0.27435875167553736,-0.09214531979921493,"(0.46, 0.72]"
362,-0.032061508425092415,-0.9074403922476306,0.44126008266959954,-0.24788323469038004,-1.1841514865896188,-0.8648325404993735,1.7503669559122061,"(0.72, 0.98]"
363,-0.14311235740659053,-0.03257674104829399,-1.0742490954595656,-0.24788323469038004,0.8585436906387004,0.3161150371482988,-0.7063160783696888,"(0.46, 0.72]"
379,-0.05427167822139204,0.054909624071640906,-1.0742490954595656,-0.24685711495371646,0.8585436906387004,1.4970626147959714,-1.3204868369401626,"(0.72, 0.98]"
383,0.14561984994530433,1.6296641962304441,-1.5794188215026206,-0.24660058501955057,-1.1841514865896188,1.4970626147959714,-0.7063160783696888,"(0.72, 0.98]"
391,-0.9870988096659755,1.017259640390906,0.44126008266959954,-0.8255886464319759,-0.1628038979754592,-1.4553063293232096,-0.7063160783696888,"(0.197, 0.46]"
394,-0.9870988096659755,1.2797187357507107,-0.5690793694165106,-0.8255886464319759,-1.1841514865896188,-1.4553063293232096,-0.7063160783696888,"(0.197, 0.46]"
399,-1.0315191492585747,1.4546914659905743,-0.5690793694165106,-0.8255886464319759,-1.1841514865896188,-0.8648325404993735,-0.7063160783696888,"(0.197, 0.46]"
403,-0.9870988096659755,1.9796096567101775,-1.0742490954595656,-0.8255886464319759,-2.2054990752037784,-1.4553063293232096,-0.7063160783696888,"(0.197, 0.46]"
407,-1.0093089794622752,0.1423959891915696,0.44126008266959954,-0.82533211649781,-1.1841514865896188,0.3161150371482988,-0.7063160783696888,"(0.197, 0.46]"
408,-0.9426784700733762,-0.12006310616822889,-0.5690793694165106,-0.82533211649781,0.8585436906387004,-0.8648325404993735,-0.09214531979921493,"(0.197, 0.46]"
410,-0.9426784700733762,0.1423959891915696,-1.0742490954595656,-0.82533211649781,0.8585436906387004,-1.4553063293232096,0.5220254387712586,"(0.197, 0.46]"
412,-1.0315191492585747,0.5798278147912378,-0.5690793694165106,-0.82533211649781,0.8585436906387004,-0.27435875167553736,0.5220254387712586,"(0.197, 0.46]"
414,-0.9204683002770768,-0.9074403922476306,-0.5690793694165106,-0.82533211649781,0.8585436906387004,-0.27435875167553736,-0.7063160783696888,"(0.197, 0.46]"
416,-0.9870988096659755,-0.20754947128816378,0.44126008266959954,-0.8250755865636442,-1.1841514865896188,0.3161150371482988,-0.09214531979921493,"(0.197, 0.46]"
417,-0.8982581304807772,0.22988235431150447,-0.5690793694165106,-0.8250755865636442,0.8585436906387004,-1.4553063293232096,-0.09214531979921493,"(0.197, 0.46]"
418,-1.0315191492585747,0.3173687194314394,-0.5690793694165106,-0.8250755865636442,0.8585436906387004,-0.27435875167553736,-0.09214531979921493,"(0.197, 0.46]"
419,-1.120359828443773,-0.12006310616822889,-0.06390964337345549,-0.8250755865636442,0.8585436906387004,0.9065888259721351,0.5220254387712586,"(0.197, 0.46]"
420,-0.14311235740659053,0.5798278147912378,0.44126008266959954,-0.24634405508538468,-1.1841514865896188,0.3161150371482988,-0.09214531979921493,"(0.46, 0.72]"
